term_1,term_2,co_occurrences,freq_term_1,freq_term_2,npmi
turbidity,swim,4,734,11,0.3863
surrounding,pollute,3,63,86,0.3863
edge,truncate,2,515,6,0.3863
connection,number,6,2024,7,0.3863
flash,compute,2,103,30,0.3863
edge,bound,2,515,6,0.3863
elongation,break,3,14,387,0.3863
phytoplankton,consume,3,18,301,0.3863
lining,coat,13,218,190,0.3862
log,roll,2,34,91,0.3861
teflon,project,2,24,129,0.3861
coagulant,participate,2,387,8,0.3861
information,transmit,240,1834,1286,0.3861
camera,retreat,2,238,13,0.3861
standard,merge,7,244,72,0.3861
closing,hinge,15,857,59,0.3861
orbit,feed,2,5,619,0.3861
classification,survey,2,163,19,0.3861
principle,radiate,5,225,49,0.3861
gpm,feed,2,5,619,0.3861
halide,break,2,8,387,0.3861
classification,nitrate,2,163,19,0.3861
practice,study,2,91,34,0.3861
tier,feed,2,5,619,0.3861
centrifuge,refine,2,91,34,0.3861
vapor,emulsify,2,387,8,0.3861
camera,sound,2,238,13,0.3861
urgency,predict,5,12,919,0.3861
variable,compute,3,181,30,0.3861
formula,digitize,2,238,13,0.3861
camera,retract,4,238,34,0.3861
humus,live,2,18,172,0.3861
server,average,4,405,20,0.386
parameter,retrieve,4,450,18,0.386
electron,chlorinate,3,143,38,0.386
weakness,result,7,21,838,0.386
timer,clear,2,155,20,0.386
probability,subtract,8,249,85,0.386
slurry,flash,4,352,23,0.386
factory,analyze,17,164,367,0.386
comparison,multiply,8,249,85,0.386
inertia,elapse,2,20,155,0.386
draw,begin,2,31,100,0.386
disc,retract,3,160,34,0.3859
business,classify,3,40,136,0.3859
stage,layer,4,1158,7,0.3859
preheating,direct,2,11,282,0.3859
collar,engage,3,21,259,0.3859
depletion,point,2,66,47,0.3859
corrosion,regress,11,2994,11,0.3859
app,remain,4,7,1158,0.3859
cation,deionize,5,381,29,0.3859
hydrant,correlate,4,82,99,0.3858
tropics,cover,2,5,621,0.3858
damper,deal,2,69,45,0.3858
motor,ream,3,1362,4,0.3858
gluing,cover,2,5,621,0.3858
appliance,differentiate,2,135,23,0.3858
oven,draw,3,13,419,0.3858
mixer,preheat,11,317,104,0.3858
dt,suspend,6,8,1781,0.3857
deposit,pad,2,444,7,0.3857
mast,call,2,12,259,0.3857
solution,baffle,2,1554,2,0.3857
denitrification,ingest,14,870,53,0.3857
arm,synthesize,2,148,21,0.3857
creation,alleviate,2,84,37,0.3857
sulphide,call,2,12,259,0.3857
distinction,call,2,12,259,0.3857
dog,engage,2,12,259,0.3857
thm,protect,2,10,311,0.3857
vacuum,suck,130,1296,780,0.3857
latitude,select,3,8,682,0.3856
character,accommodate,4,19,428,0.3856
conductance,suck,3,7,780,0.3856
vx,process,3,7,780,0.3856
axis,plot,3,364,15,0.3856
acrylamide,select,3,8,682,0.3856
form,broadcast,2,1037,3,0.3856
absorption,rot,2,183,17,0.3856
protrusion,bulge,3,455,12,0.3856
deodorant,solidify,2,17,183,0.3856
overflow,overflow,73,972,468,0.3856
reactant,oxidize,11,55,601,0.3855
float,bounce,2,623,5,0.3855
penetration,insolubilize,2,164,19,0.3855
cooling,extrude,6,223,64,0.3855
waveguide,evaporate,4,17,479,0.3855
mgo,follow,4,12,678,0.3855
geotube,filter,5,5,2218,0.3855
edge,lie,13,515,81,0.3854
node,impact,2,130,24,0.3854
thickness,preprocesse,4,429,19,0.3854
saltwater,dilute,2,16,195,0.3854
bell,sense,10,38,763,0.3854
probe,lie,5,137,81,0.3854
aggregate,cushion,2,208,15,0.3854
ref,process,2,4,780,0.3854
nut,insert,53,228,1282,0.3854
vaporization,collapse,2,39,80,0.3854
taper,submerge,2,20,156,0.3854
outcome,process,2,4,780,0.3854
release,means,2,260,12,0.3854
coil,energize,5,222,50,0.3854
age,assign,2,48,65,0.3854
silica,age,5,171,65,0.3853
bather,lower,3,5,1095,0.3853
setpoint,look,3,33,166,0.3853
switch,skip,2,781,4,0.3853
sheath,align,2,44,71,0.3853
investigation,subtract,4,96,85,0.3853
momentum,destroy,2,22,142,0.3853
care,take,13,29,1440,0.3853
septic,breed,5,285,39,0.3853
element,moisten,3,783,7,0.3852
casing,inscribe,2,521,6,0.3852
reference,sway,4,1166,7,0.3852
electricity,ground,3,203,27,0.3852
hardener,compress,6,22,651,0.3852
element,cap,3,783,7,0.3852
decanter,hinge,2,53,59,0.3852
electromagnet,elevate,3,63,87,0.3852
wire,wind,30,586,227,0.3852
net,drag,3,422,13,0.3851
aquarium,sink,4,67,122,0.3851
wqv,design,2,8,391,0.3851
data,submit,2,626,5,0.3851
urgency,divide,4,12,681,0.3851
jacket,rest,2,92,34,0.3851
pulsator,convert,4,14,584,0.3851
leachate,neutralize,14,198,234,0.3851
mlss,color,2,116,27,0.385
style,bring,2,9,348,0.385
polysulfone,support,3,6,915,0.385
cod,carbonize,2,174,18,0.385
element,dechlorinate,2,783,4,0.385
badenpo,suspend,8,12,1781,0.385
disposer,perforate,2,13,241,0.385
fenton,save,6,88,163,0.385
factor,multiply,20,894,85,0.385
actuator,issue,7,163,109,0.385
daf,recycle,8,53,403,0.385
slot,orient,2,87,36,0.385
cytochrome,transfer,3,4,1375,0.3849
evaporator,number,2,448,7,0.3849
adhesive,impregnate,4,90,91,0.3849
sedimentation,sediment,45,2627,89,0.3849
fatigue,hang,2,49,64,0.3849
bluetooth,transfer,3,4,1375,0.3849
tap,tap,5,858,13,0.3849
phic,transfer,3,4,1375,0.3849
grout,harden,2,28,112,0.3849
idler,transfer,3,4,1375,0.3849
bypass,number,2,448,7,0.3849
ea,transfer,3,4,1375,0.3849
cause,investigate,12,344,109,0.3849
antenna,test,2,55,57,0.3849
availability,read,2,19,165,0.3849
reinforcement,reverse,19,410,173,0.3848
cell,tritiate,4,1171,7,0.3848
interrogator,compare,2,3,1047,0.3848
application,relay,2,523,6,0.3848
ranking,calculate,4,5,1639,0.3848
kb,calculate,4,5,1639,0.3848
correlator,compare,2,3,1047,0.3848
haloacetic,calculate,4,5,1639,0.3848
epoxy,finish,3,54,102,0.3847
microorganism,ingest,27,2178,53,0.3847
repair,glue,3,612,9,0.3847
viewing,fit,2,6,524,0.3847
encasing,fit,2,6,524,0.3847
patch,fit,2,6,524,0.3847
skimming,concentrate,2,6,524,0.3847
eye,identify,11,48,694,0.3847
mc,fit,2,6,524,0.3847
actuation,run,3,27,204,0.3847
ultra,suspend,7,10,1781,0.3847
circumference,hinge,7,302,59,0.3847
reliability,improve,55,180,1718,0.3847
nmmo,concentrate,2,6,524,0.3847
elbow,assemble,13,118,356,0.3846
flywheel,penetrate,2,5,629,0.3846
speaker,notify,2,17,185,0.3846
ppm,discuss,4,161,51,0.3846
food,breathe,2,286,11,0.3846
caco,note,4,37,222,0.3846
joining,adopt,2,17,185,0.3846
mulch,penetrate,2,5,629,0.3846
riser,exert,5,123,91,0.3846
breakthrough,restore,2,22,143,0.3846
spline,penetrate,2,5,629,0.3846
meteorological,predict,3,6,919,0.3846
switchgear,restore,2,22,143,0.3846
lightning,detach,2,22,143,0.3846
xy,predict,3,6,919,0.3846
dacite,activate,2,2,1575,0.3845
insect,interfere,3,40,138,0.3845
catching,catch,3,21,263,0.3845
scum,spout,3,460,12,0.3845
venue,activate,2,2,1575,0.3845
grenade,activate,2,2,1575,0.3845
circulation,equilibrate,6,1601,9,0.3845
personnel,plan,3,40,138,0.3845
optimization,plan,3,40,138,0.3845
ultraviolet,sterilize,21,178,459,0.3845
ocher,sprinkle,2,50,63,0.3845
depth,exceed,139,838,1334,0.3845
hydrocarbon,superimpose,2,63,50,0.3845
ozonizer,branch,2,10,315,0.3845
force,exert,32,1608,91,0.3845
possibility,emanate,2,315,10,0.3845
access,access,2,90,35,0.3845
outflow,reactivate,4,914,9,0.3845
regression,inspect,4,68,121,0.3844
cleaning,brush,3,1105,5,0.3844
stay,interpose,2,16,197,0.3844
radiocarbon,mix,7,7,2551,0.3844
test,synchronize,3,395,14,0.3844
ability,cope,9,248,102,0.3844
pss,adsorb,2,8,394,0.3844
fusion,bind,4,46,179,0.3844
mercaptan,adsorb,2,8,394,0.3844
tool,advance,7,167,107,0.3844
planter,extend,3,5,1106,0.3844
salt,desalt,11,1077,31,0.3844
sludge,activate,625,5693,1575,0.3844
tourmaline,diffuse,3,35,158,0.3844
sangkwang,extend,3,5,1106,0.3844
settlement,traverse,2,166,19,0.3844
flank,extend,3,5,1106,0.3844
head,mate,2,631,5,0.3843
overload,cope,5,110,102,0.3843
evapotranspiration,promote,2,7,451,0.3843
owner,derive,4,26,317,0.3843
collection,tritiate,4,1177,7,0.3843
cesium,deposit,6,24,602,0.3843
propeller,drill,3,45,123,0.3843
head,glance,2,631,5,0.3843
instruction,execute,11,163,205,0.3843
tea,discard,2,29,109,0.3842
browser,check,3,10,554,0.3842
bnr,depend,2,4,790,0.3842
replacement,replace,41,378,547,0.3842
preparation,color,2,117,27,0.3842
hyperbola,concern,2,29,109,0.3842
locking,pivot,3,142,39,0.3842
bubble,defoame,14,1229,38,0.3842
cable,bridge,2,395,8,0.3842
filtrate,demineralize,2,395,8,0.3842
aging,compost,2,117,27,0.3842
sandstorm,depend,2,4,790,0.3842
glycerin,prepare,2,10,316,0.3842
cell,carbonate,13,1171,36,0.3842
build,lie,2,39,81,0.3842
polyester,recover,6,36,402,0.3841
history,create,13,59,715,0.3841
actuator,transform,3,163,34,0.3841
tower,pack,25,652,160,0.3841
embrittlement,apply,4,4,2064,0.3841
patent,propose,29,464,276,0.3841
adjusting,taper,2,113,28,0.3841
waterfall,record,2,14,226,0.3841
aberration,quantify,2,51,62,0.3841
dispersion,range,2,102,31,0.3841
iii,indicate,3,6,925,0.384
build,foul,4,39,212,0.384
bis,indicate,3,6,925,0.384
identifier,identify,3,8,694,0.384
satellite,inputte,3,37,150,0.384
packaging,sterilize,4,18,459,0.384
pan,define,7,54,332,0.384
electrode,electrolyze,92,1421,446,0.384
voice,notify,3,30,185,0.384
cushion,trigger,2,22,144,0.384
resistivity,correlate,2,32,99,0.384
acceleration,split,2,99,32,0.384
polypropylene,twist,2,48,66,0.384
occupant,notify,3,30,185,0.384
duration,corrode,6,116,125,0.3839
image,extrapolate,2,317,10,0.3839
manager,recognize,7,138,130,0.3839
groove,fit,93,1228,524,0.3839
customer,assume,8,143,151,0.3839
extractor,extract,3,17,327,0.3839
help,plan,2,23,138,0.3838
levitation,water,2,69,46,0.3838
progress,inflow,2,138,23,0.3838
model,renew,3,695,8,0.3838
floodgate,interfere,2,23,138,0.3838
course,offset,2,167,19,0.3838
flushing,let,2,52,61,0.3838
osmosis,occlude,4,828,10,0.3838
rinsing,merge,4,115,72,0.3838
dryer,pulverize,5,120,94,0.3838
analog,count,2,61,52,0.3838
diamond,repeat,3,16,348,0.3837
curtain,aggregate,3,32,174,0.3837
cloth,dehydrate,14,198,237,0.3837
adaptation,bring,3,16,348,0.3837
chute,dewatere,6,42,346,0.3837
dephosphorus,release,3,10,557,0.3837
damping,load,3,24,232,0.3837
μm,coagulate,5,99,114,0.3837
desalination,oscillate,3,265,21,0.3837
crank,slide,3,29,192,0.3837
preconcentrate,feed,3,9,619,0.3836
facility,remodel,11,2242,15,0.3836
evaluation,update,8,190,114,0.3836
establishment,satisfy,2,20,159,0.3836
inhibitor,disrupt,2,289,11,0.3836
test,synthesize,4,395,21,0.3836
sidewall,bend,9,70,364,0.3836
surge,compute,2,106,30,0.3836
recovery,grain,11,647,52,0.3836
station,synchronize,4,593,14,0.3836
closing,open,282,857,3493,0.3836
drawing,concern,14,431,109,0.3836
excess,ingest,2,60,53,0.3836
series,synchronize,3,398,14,0.3836
ejector,suck,35,214,780,0.3836
discrimination,elapse,3,36,155,0.3835
suspension,sustain,2,199,16,0.3835
leaf,intersect,2,91,35,0.3835
datum,inputte,62,2456,150,0.3835
tightening,roll,2,35,91,0.3835
diverter,exit,2,16,199,0.3835
glass,append,2,245,13,0.3835
electrolyzer,ionize,8,86,252,0.3835
nut,loosen,7,228,79,0.3835
surveillance,transmit,13,33,1286,0.3835
throttle,actuate,5,87,130,0.3835
renewal,plan,5,82,138,0.3835
hydrazine,chelate,2,16,199,0.3835
groove,protrude,107,1228,638,0.3835
emulsion,roll,2,35,91,0.3835
back,backwash,3,147,38,0.3834
icf,calculate,7,11,1639,0.3834
khz,affect,4,11,756,0.3834
equipment,unitize,3,1117,5,0.3834
particle,bodyintroduce,2,1594,2,0.3834
history,involve,4,59,141,0.3834
particle,coarse,2,1594,2,0.3834
explanation,understand,3,38,147,0.3834
drop,supercoole,2,354,9,0.3834
particle,sieve,2,1594,2,0.3834
proportion,ferment,4,154,54,0.3834
particle,subcoole,2,1594,2,0.3834
ratio,nitride,2,797,4,0.3834
tumble,wash,2,5,638,0.3833
pedestrian,help,2,29,110,0.3833
landing,overlap,2,29,110,0.3833
link,synthesize,2,152,21,0.3833
link,oscillate,2,152,21,0.3833
saliva,wash,2,5,638,0.3833
work,expire,5,872,13,0.3833
response,layer,2,456,7,0.3833
mass,unload,2,266,12,0.3833
rib,deform,8,120,181,0.3833
oak,wash,2,5,638,0.3833
flocculant,detour,2,638,5,0.3833
japan,occupy,2,38,84,0.3833
ink,shape,3,6,932,0.3833
planting,occupy,2,38,84,0.3833
cladding,lead,9,23,1112,0.3832
gypsum,pretreate,2,45,71,0.3832
deterioration,subtract,12,448,85,0.3832
roadway,laminate,2,34,94,0.3832
acquisition,digitize,2,246,13,0.3831
velocimeter,float,3,4,1400,0.3831
movement,reciprocate,21,719,115,0.3831
pack,capture,3,32,175,0.3831
baffle,deflect,3,160,35,0.3831
weekday,fall,6,17,860,0.3831
inside,hollow,2,1599,2,0.3831
circulation,subcoole,2,1601,2,0.383
zipper,allow,2,2,1601,0.383
blend,inhibit,2,8,400,0.383
alert,trigger,4,58,144,0.383
accessory,withstand,2,25,128,0.383
binder,bond,3,55,102,0.383
vicinity,stay,13,245,174,0.383
oscillation,propagate,3,31,181,0.383
bag,oxygenate,2,160,20,0.383
neodymium,seal,3,7,801,0.383
qout,allow,2,2,1601,0.383
analytic,instruct,4,116,72,0.383
accelerator,saturate,2,50,64,0.383
base,juxtapose,3,701,8,0.383
removal,overingeste,2,1601,2,0.383
fallopian,disperse,2,16,200,0.383
rollover,allow,2,2,1601,0.383
contaminant,remove,986,2566,6614,0.3829
tt,compose,2,4,801,0.3829
bobbin,compose,2,4,801,0.3829
average,trigger,3,39,144,0.3829
condensation,distil,12,313,122,0.3829
prism,seal,2,4,801,0.3829
dc,ozonize,2,178,18,0.3829
eutrophication,die,2,178,18,0.3829
resource,carbonize,2,178,18,0.3829
transport,transport,44,393,586,0.3829
expander,contact,3,12,468,0.3829
sheath,stack,4,44,190,0.3829
bundling,seal,2,4,801,0.3829
nitrogen,nitride,3,1403,4,0.3829
fluid,propagate,61,1998,181,0.3829
fixture,orient,2,89,36,0.3829
acceleration,house,5,99,115,0.3828
patent,register,11,464,73,0.3828
flange,abut,10,900,33,0.3828
gypsum,recycle,7,45,403,0.3828
tilt,incorporate,2,30,107,0.3827
consideration,pool,2,292,11,0.3827
roller,retreat,2,247,13,0.3827
prerequisite,build,2,9,357,0.3827
sheet,fuse,7,534,34,0.3827
extension,cushion,2,214,15,0.3827
clamp,excavate,3,42,134,0.3827
collector,harvest,2,292,11,0.3827
detail,describe,164,303,4695,0.3827
roller,sound,2,247,13,0.3827
aid,coagulate,5,100,114,0.3827
engagement,jet,2,63,51,0.3827
nanofiltration,concentrate,6,28,524,0.3827
reflection,judge,2,27,119,0.3827
septum,equip,3,8,703,0.3827
ejector,attract,2,214,15,0.3827
explanation,explain,3,38,148,0.3827
neodymium,sterilize,2,7,459,0.3827
building,supervise,2,535,6,0.3827
oxidant,oxidize,21,138,601,0.3827
crushing,think,2,107,30,0.3827
concentrate,reject,2,153,21,0.3827
jet,dislodge,2,292,11,0.3827
convenience,reclaim,2,73,44,0.3827
toc,evaluate,6,94,156,0.3827
supplying,sterilize,2,7,459,0.3827
roller,vacuum,2,247,13,0.3827
force,oversee,2,1608,2,0.3826
comparison,belong,7,249,73,0.3826
observation,capture,10,170,175,0.3826
ground,sand,7,2020,9,0.3826
vaporize,fill,2,2,1608,0.3826
mixer,carbonate,5,317,36,0.3826
force,roughen,2,1608,2,0.3826
establishment,acquire,4,20,419,0.3826
luteum,fill,2,2,1608,0.3826
realization,enable,2,7,460,0.3825
adaptability,secure,3,12,470,0.3825
net,weave,9,422,61,0.3825
release,denitrify,9,260,99,0.3825
bracket,fix,64,171,2267,0.3825
zeolite,hydrolyze,2,111,29,0.3825
batch,cop,2,230,14,0.3825
anchor,bind,9,144,179,0.3824
ups,drive,2,2,1611,0.3824
relief,relieve,4,191,44,0.3824
permeometer,drive,2,2,1611,0.3824
slope,cost,2,293,11,0.3824
sound,propagate,19,400,181,0.3824
aj,drive,2,2,1611,0.3824
shell,carbonize,2,179,18,0.3824
nanostructure,drain,2,3,1074,0.3824
boehmite,drain,2,3,1074,0.3824
intersection,identify,11,49,694,0.3824
compacting,reinforce,2,5,645,0.3823
lava,reinforce,2,5,645,0.3823
netron,reinforce,2,5,645,0.3823
conservation,contribute,3,36,157,0.3823
implantation,recycle,2,8,403,0.3823
atm,preheat,2,31,104,0.3823
ceiling,view,2,62,52,0.3823
district,approach,2,62,52,0.3823
guiding,guide,2,5,645,0.3823
equivalent,produce,10,20,1492,0.3823
splash,recycle,2,8,403,0.3823
feldspar,put,3,21,269,0.3823
custom,put,2,12,269,0.3822
judging,freeze,3,15,377,0.3822
stair,lift,2,6,538,0.3822
mold,impart,3,145,39,0.3822
tornado,lift,2,6,538,0.3822
insolubilization,lift,2,6,538,0.3822
extractor,coat,2,17,190,0.3822
volt,alternate,2,33,98,0.3821
couple,disclose,2,11,294,0.3821
sphere,propel,2,77,42,0.3821
investigation,search,3,96,59,0.3821
ion,elute,45,1770,135,0.3821
forecast,balance,2,101,32,0.3821
zeolite,burst,3,111,51,0.3821
dwelling,hit,2,33,98,0.3821
cost,postpone,2,1617,2,0.3821
sulfide,coincide,3,111,51,0.3821
salt,antiscale,2,1077,3,0.3821
foundation,grout,2,101,32,0.3821
vertex,position,2,6,539,0.3821
wellshaft,position,2,6,539,0.3821
coefficient,model,2,359,9,0.3821
liner,shrink,3,177,32,0.3821
staircase,deliver,2,14,231,0.3821
salt,broaden,2,1077,3,0.3821
location,ping,2,1079,3,0.382
customer,search,4,143,59,0.382
location,entrust,2,1079,3,0.382
plumbing,associate,9,35,739,0.382
basement,stagnate,3,135,42,0.382
slurry,slake,10,352,85,0.382
lining,thermosette,3,218,26,0.382
operating,summarize,4,767,11,0.382
reject,branch,3,18,315,0.382
category,divide,9,38,681,0.382
server,forward,3,405,14,0.382
settler,coagulate,4,74,114,0.382
press,pre,2,249,13,0.382
matter,decompose,176,2653,594,0.3819
naocl,disinfect,4,41,206,0.3819
aggregation,blend,2,180,18,0.3819
cesium,elute,2,24,135,0.3819
fire,laminate,8,234,94,0.3819
access,want,2,90,36,0.3819
completion,wait,2,81,40,0.3819
screw,tighten,19,836,87,0.3819
tool,retract,3,167,34,0.3818
length,refract,4,768,11,0.3818
roller,squeeze,3,247,23,0.3818
voice,transmit,12,30,1286,0.3818
eq,set,9,13,1994,0.3818
powder,homogenize,4,384,22,0.3818
lr,collect,8,8,2753,0.3818
pair,layer,2,464,7,0.3817
sa,induce,2,7,464,0.3817
abrasion,cast,2,55,59,0.3817
fee,circulate,13,25,1725,0.3817
cp,prepare,3,18,316,0.3817
regression,predict,17,68,919,0.3816
ducting,terminate,2,65,50,0.3816
atmosphere,release,40,366,557,0.3816
none,meet,2,19,171,0.3816
oxidation,untreate,2,1625,2,0.3816
intensity,satisfy,12,243,159,0.3816
oxidation,denaturate,2,1625,2,0.3816
wetland,undergo,6,91,163,0.3816
pig,extrapolate,2,325,10,0.3816
basin,installation,2,1627,2,0.3815
proliferation,elapse,2,21,155,0.3815
reset,interrupt,2,31,105,0.3815
shrinkage,reinforce,17,97,645,0.3815
grain,employ,6,90,165,0.3815
boss,fasten,4,15,565,0.3815
bioreaction,agglomerate,2,31,105,0.3815
benefit,arise,2,35,93,0.3815
rukoto,exchange,2,15,217,0.3815
media,extrude,3,89,64,0.3815
groundwater,stock,2,1084,3,0.3815
limiter,shut,2,7,465,0.3815
coating,peel,9,260,100,0.3815
resin,redistribute,2,1627,2,0.3815
groundwater,resort,2,1084,3,0.3815
dispenser,disinfect,5,56,206,0.3815
impingement,agglomerate,2,31,105,0.3815
mail,explain,2,22,148,0.3814
distillation,condense,16,150,384,0.3814
actuator,regulate,20,163,481,0.3814
jacket,enclose,3,92,62,0.3814
meth,confirm,3,19,300,0.3814
notification,render,2,181,18,0.3814
nucleus,charge,2,18,181,0.3814
deflector,surround,4,13,653,0.3814
sheath,hinder,2,44,74,0.3814
distribution,tunnel,2,1629,2,0.3814
instrument,malfunction,3,150,38,0.3814
cluster,get,3,46,124,0.3814
stock,update,3,50,114,0.3814
coma,mount,5,10,1155,0.3814
distribution,suwon,2,1629,2,0.3814
array,direct,5,41,282,0.3813
kw,derive,3,18,317,0.3813
handle,restrain,3,173,33,0.3813
conversion,differ,7,214,86,0.3813
worm,save,2,20,163,0.3813
observation,photograph,5,170,68,0.3813
coefficient,calculate,86,359,1639,0.3813
actuator,resist,2,163,20,0.3813
nature,stream,2,326,10,0.3813
nature,pose,2,326,10,0.3813
ingestion,undergo,2,20,163,0.3813
ph,grain,19,1405,52,0.3813
engagement,adapt,6,63,236,0.3813
floodgate,destroy,2,23,142,0.3812
demineralization,bond,2,32,102,0.3812
centre,appreciate,2,46,71,0.3812
bonding,weaken,2,64,51,0.3812
notification,meter,4,181,47,0.3812
salinity,tow,3,197,29,0.3812
stabilizer,stabilize,5,65,178,0.3812
boost,elapse,6,96,155,0.3812
port,gaskete,4,2125,4,0.3812
cable,twist,9,395,66,0.3812
exclusion,classify,3,42,136,0.3812
pe,weld,4,47,181,0.3812
compensation,withdraw,3,43,133,0.3811
limit,impress,3,715,8,0.3811
gas,slurrie,3,1906,3,0.3811
drill,pull,3,22,260,0.3811
ash,solidify,17,343,183,0.3811
stream,wish,2,817,4,0.3811
winter,rat,3,286,20,0.3811
break,relieve,3,130,44,0.3811
biodegradation,rinse,2,33,99,0.3811
orp,group,2,218,15,0.381
clogging,occlude,2,327,10,0.381
carbonate,carbonate,3,159,36,0.381
partitioning,incline,2,8,409,0.381
age,calculate,20,48,1639,0.381
thermo,turn,3,12,477,0.381
disinfectant,idle,2,218,15,0.381
iron,assimilate,2,654,5,0.381
lining,speed,2,218,15,0.381
draft,bind,3,32,179,0.381
envelope,give,4,20,426,0.381
duration,begin,5,116,100,0.381
waterfall,incline,3,14,409,0.381
hemisphere,incline,2,8,409,0.381
hull,float,13,31,1400,0.381
polyester,impregnate,2,36,91,0.3809
photoreaction,regard,2,18,182,0.3809
hw,overflow,2,7,468,0.3809
petroleum,conduct,2,14,234,0.3809
neodymium,absorb,2,7,468,0.3809
contacting,contact,2,7,468,0.3809
phenol,report,2,36,91,0.3809
crossing,bend,2,9,364,0.3809
ingress,stand,2,28,117,0.3809
radium,dissolve,4,5,1705,0.3809
icing,continue,2,7,468,0.3809
funnel,taper,2,117,28,0.3809
azole,neutralize,2,14,234,0.3809
θmax,calculate,2,2,1639,0.3808
qx,calculate,2,2,1639,0.3808
θmin,calculate,2,2,1639,0.3808
solver,calculate,2,2,1639,0.3808
venue,calculate,2,2,1639,0.3808
strain,dye,2,164,20,0.3808
frasco,calculate,2,2,1639,0.3808
stepb,calculate,2,2,1639,0.3808
cardholder,calculate,2,2,1639,0.3808
sz,calculate,2,2,1639,0.3808
ssorg,calculate,2,2,1639,0.3808
px,calculate,2,2,1639,0.3808
hyperparameter,calculate,2,2,1639,0.3808
aby,calculate,2,2,1639,0.3808
ssin,calculate,2,2,1639,0.3808
investigation,inspect,5,96,121,0.3808
hezen,calculate,2,2,1639,0.3808
microsoft,calculate,2,2,1639,0.3808
erlenmeyer,calculate,2,2,1639,0.3808
disaster,conform,2,205,16,0.3808
δvout,calculate,2,2,1639,0.3808
fta,calculate,2,2,1639,0.3808
fairness,calculate,2,2,1639,0.3808
lime,deflect,4,244,35,0.3808
reasoning,calculate,2,2,1639,0.3808
hca,calculate,2,2,1639,0.3808
coping,add,4,5,1709,0.3807
tearing,replace,2,6,547,0.3807
float,float,114,623,1400,0.3807
saccharide,add,4,5,1709,0.3807
worker,ventilate,3,169,34,0.3807
construction,twist,19,1113,66,0.3807
packaging,dry,4,18,475,0.3807
nip,lower,2,3,1095,0.3806
curvature,bend,9,72,364,0.3806
aluminum,administer,4,138,62,0.3806
shovel,lower,2,3,1095,0.3806
rubber,flatten,3,479,12,0.3806
draw,narrow,2,31,106,0.3806
appliance,employ,8,135,165,0.3806
pedestal,roll,4,94,91,0.3806
scumpit,lower,2,3,1095,0.3806
neutralization,preprocesse,2,173,19,0.3806
ring,fasten,73,835,565,0.3805
pail,secure,2,7,470,0.3805
overcurrent,detach,2,23,143,0.3805
steelmaking,dredge,3,42,137,0.3805
string,fold,2,47,70,0.3805
liquefaction,foam,2,47,70,0.3805
customer,pay,2,143,23,0.3805
groove,form,704,1228,8779,0.3805
residue,worsen,2,235,14,0.3805
saline,complete,5,28,416,0.3805
phosphate,proliferate,2,183,18,0.3804
phosphorus,nitrate,7,977,19,0.3804
individual,descend,2,18,183,0.3804
vessel,sail,3,1153,5,0.3804
vessel,fluorinate,3,1153,5,0.3804
dioxane,concentrate,3,11,524,0.3804
lending,take,3,4,1440,0.3804
ceramic,weave,2,54,61,0.3804
burner,fire,2,61,54,0.3804
well,infiltrate,15,718,74,0.3804
vessel,heal,3,1153,5,0.3804
micro,center,2,89,37,0.3804
vessel,dilate,3,1153,5,0.3804
volume,ease,6,1252,12,0.3803
micron,disinfect,3,28,206,0.3803
insulation,rout,2,206,16,0.3803
launch,flush,4,33,260,0.3803
infrastructure,conform,2,206,16,0.3803
shrinkage,fuse,2,97,34,0.3803
combination,emboss,2,412,8,0.3803
butyl,face,2,10,330,0.3802
pinhole,confirm,2,11,300,0.3802
precast,combine,3,8,722,0.3802
pd,start,2,5,660,0.3802
map,correspond,89,236,2634,0.3802
protector,insulate,3,26,222,0.3802
surveillance,capture,3,33,175,0.3802
derivation,capture,3,33,175,0.3802
ms,heat,4,10,859,0.3802
ion,regenerate,88,1770,346,0.3801
self,proliferate,3,321,18,0.3801
specification,follow,21,125,678,0.3801
fiber,glue,3,642,9,0.3801
burial,begin,4,86,100,0.3801
repair,harden,18,612,112,0.3801
carriage,flocculate,2,28,118,0.3801
companion,expose,2,8,413,0.3801
output,initialize,5,1170,10,0.3801
repair,invert,18,612,112,0.3801
designation,analyze,2,9,367,0.3801
absence,judge,11,292,119,0.3801
csos,analyze,2,9,367,0.3801
micron,flocculate,2,28,118,0.3801
knife,cut,2,8,413,0.3801
metalloid,process,5,15,780,0.3801
storm,originate,6,456,33,0.3801
beam,scatter,7,154,121,0.38
status,display,27,241,498,0.38
character,stay,2,19,174,0.38
microorganism,proliferate,12,2178,18,0.38
al,incinerate,2,58,57,0.38
card,update,2,29,114,0.38
terrain,assign,3,89,65,0.38
wire,wire,10,586,52,0.38
particulate,incinerate,4,151,57,0.38
deodorization,immobilize,2,87,38,0.38
salt,demineralize,4,1077,8,0.3799
metasilicate,remain,3,5,1158,0.3799
hopper,diverge,3,386,15,0.3799
osmosis,pretreatment,2,828,4,0.3799
evidence,consider,2,9,368,0.3799
deaeration,aerate,2,24,138,0.3799
region,image,8,701,32,0.3799
adaptability,propose,2,12,276,0.3799
coefficient,subtract,10,359,85,0.3799
premise,plan,2,24,138,0.3799
disodium,remain,3,5,1158,0.3799
asbestos,consider,2,9,368,0.3799
phosphonate,suppress,2,4,828,0.3799
